target,regime_type,sample_scope,factor_name,method,window,total_date_n,estimate_type,regime,estimate,hac_se,hac_t,regime_date_n,min_component_n,small_sample,p_nominal,q_bh
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,RAW_COMMON,60,100,REGIME_MEAN,HIGH,-0.18942227575749546,0.016924882590049723,-11.191940313302874,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,RAW_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.005493602664366104,0.01930650785782347,-0.2845466774634731,65,32,False,0.7759914681908378,0.8386281210495361
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,LOW,-0.14965848249563823,0.008100139013304053,-18.476038775363243,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.16221537063943167,0.014607599124452173,-11.104861877534253,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,HIGH,-0.1628907276045911,0.01257154247867602,-12.95709956681036,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.013232245108952878,0.01462485995619097,-0.9047775601674344,65,32,False,0.36558324200201464,0.5762943495365749
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,LOW,-0.07798014750404084,0.004939692887676402,-15.786436379189997,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,MEDIUM,-0.08565300684800345,0.008621225010008268,-9.935131811148645,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,HIGH,-0.08821977554787094,0.00752422137658488,-11.724771392613178,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.010239628043830107,0.008729059888242978,-1.173050497410573,65,32,False,0.24077555606221998,0.4924533063660856
future_idio_vol_annualized,NETWORK,NATIVE,residual_degree_percentile,RAW_COMMON,120,97,REGIME_MEAN,LOW,-0.09384897924010813,0.016822483666265056,-5.57878260439676,19,19,False,,
future_idio_vol_annualized,NETWORK,NATIVE,residual_degree_percentile,RAW_COMMON,120,97,REGIME_MEAN,MEDIUM,-0.08114321173489564,0.017603997007092455,-4.609362959003227,38,38,False,,
future_idio_vol_annualized,NETWORK,NATIVE,residual_degree_percentile,RAW_COMMON,120,97,REGIME_MEAN,HIGH,-0.11305714355303753,0.017551383832908933,-6.441494564152532,40,40,False,,
future_idio_vol_annualized,NETWORK,NATIVE,residual_degree_percentile,RAW_COMMON,120,97,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.019208164312929404,0.024190844199650383,-0.7940262090236193,59,19,False,0.4271801736531388,0.6538191292502379
future_idio_vol_annualized,NETWORK,NATIVE,residual_degree_percentile,INDUSTRY_SIZE_COMMON,120,97,REGIME_MEAN,LOW,-0.10331886494073783,0.013604256073576137,-7.594598659563346,19,19,False,,
future_idio_vol_annualized,NETWORK,NATIVE,residual_degree_percentile,INDUSTRY_SIZE_COMMON,120,97,REGIME_MEAN,MEDIUM,-0.10505944248777871,0.01402213415900179,-7.492400321981922,38,38,False,,
future_idio_vol_annualized,NETWORK,NATIVE,residual_degree_percentile,INDUSTRY_SIZE_COMMON,120,97,REGIME_MEAN,HIGH,-0.11463365975508079,0.014537529439778997,-7.885360454810779,40,40,False,,
future_idio_vol_annualized,NETWORK,NATIVE,residual_degree_percentile,INDUSTRY_SIZE_COMMON,120,97,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.011314794814342957,0.019888384232718728,-0.5689147334416835,59,19,False,0.5694140062179347,0.668442529038445
